3,1200,1097,100
4,1200,1096,100
5,1200,1095,100
6,1200,1094,100
7,1200,1093,100
8,1200,1092,100
9,1200,1091,100
10,1200,1090,100
11,1200,1089,100
12,1200,1088,100
13,1200,1087,100
14,1200,1086,100
15,1200,1085,100
16,1200,1084,100
17,1200,1083,100
18,1200,1082,100
19,1200,1081,100
20,1200,1080,100
21,1200,1079,100
22,1200,1078,100
23,1200,1077,100
24,1200,1076,100
25,1200,1075,100
26,1200,1074,100
27,1200,1073,100
28,1200,1072,100
29,1200,1071,100
30,1200,1070,100
31,1200,1069,100
32,1200,1068,100
33,1200,1067,100
34,1200,1066,100
35,1200,1065,100
36,1200,1064,100
37,1200,1063,100
38,1200,1062,100
39,1200,1061,100
40,1200,1060,100
41,1200,1059,100
42,1200,1058,100
43,1200,1057,100
44,1200,1056,100
45,1200,1055,100
46,1200,1054,100
47,1200,1053,100
48,1200,1052,100
49,1200,1051,100
50,1200,1050,100
51,1200,1049,100
52,1200,1048,100
53,1200,1047,100
54,1200,1046,100
55,1200,1045,100
56,1200,1044,100
57,1200,1043,100
58,1200,1042,100
59,1200,1041,100
60,1200,1040,100
61,1200,1039,100
62,1200,1038,100
63,1200,1037,100
64,1200,1036,100
65,1200,1035,100
66,1200,1034,100
67,1200,1033,100
68,1200,1032,100
69,1200,1031,100
70,1200,1030,100
71,1200,1029,100
72,1200,1028,100
73,1200,1027,100
74,1200,1026,100
75,1200,1025,100
76,1200,1024,100
77,1200,1023,100
78,1200,1022,100
79,1200,1021,100
80,1200,1020,100
81,1200,1019,100
82,1200,1018,100
83,1200,1017,100
84,1200,1016,100
85,1200,1015,100
86,1200,1014,100
87,1200,1013,100
88,1200,1012,100
89,1200,1011,100
90,1200,1010,100
91,1200,1009,100
92,1200,1008,100
93,1200,1007,100
94,1200,1006,100
95,1200,1005,100
96,1200,1004,100
97,1200,1003,100
98,1200,1002,100
99,1200,1001,100
100,200,0,0
