3,1200,1097,100
4,1200,1096,100
5,1200,1095,100
6,1200,1094,100
7,1200,1093,100
8,1200,1092,100
9,1200,1091,100
10,1200,1090,100
11,1200,1089,100
12,1200,1088,100
13,1200,1087,100
14,1200,1086,100
15,1199,1084,100
16,1198,1082,100
17,1198,1081,100
18,1197,1079,100
19,1194,1075,100
20,1193,1073,100
21,1188,1067,100
22,1193,1071,100
23,1193,1070,100
24,1179,1055,100
25,1183,1058,100
26,1176,1050,100
27,1172,1045,100
28,1166,1038,100
29,1161,1032,100
30,1166,1036,100
31,1161,1030,100
32,1143,1011,100
33,1145,1012,100
34,1138,1004,100
35,1125,990,100
36,1119,983,100
37,1115,978,100
38,1102,964,100
39,1102,963,100
40,1100,960,100
41,1076,935,100
42,1076,934,100
43,1068,925,100
44,1056,912,100
45,1046,901,100
46,1049,903,100
47,1027,880,100
48,1017,869,100
49,1000,851,100
50,999,849,100
51,984,833,100
52,972,820,100
53,974,821,100
54,930,776,100
55,965,810,100
56,930,774,100
57,904,747,100
58,908,750,100
59,894,735,100
60,863,703,100
61,856,695,100
62,847,685,100
63,838,675,100
64,804,640,100
65,813,648,100
66,787,621,100
67,767,600,100
68,767,599,100
69,758,589,100
70,729,559,100
71,715,544,100
72,685,513,100
73,691,518,99
74,687,513,100
75,668,493,100
76,643,467,100
77,628,451,99
78,617,439,100
79,592,413,100
80,568,388,98
81,550,369,98
82,541,359,99
83,528,345,100
84,476,292,97
85,483,298,95
86,449,263,96
87,437,250,91
88,416,228,90
89,418,229,89
90,393,203,91
91,375,184,86
92,348,156,84
93,334,141,80
94,312,118,73
95,296,101,75
96,281,85,58
97,254,57,44
98,238,40,29
99,223,24,22
100,200,0,0
