3,500,297,200
4,500,296,200
5,500,295,200
6,496,292,198
7,494,290,197
8,488,286,194
9,486,284,193
10,484,282,192
11,484,281,192
12,484,280,192
13,484,279,192
14,480,276,190
15,480,275,190
16,474,271,187
17,472,269,186
18,470,266,186
19,467,263,185
20,465,261,184
21,461,258,182
22,461,257,182
23,457,254,180
24,457,253,180
25,455,251,179
26,455,250,179
27,449,246,176
28,449,245,176
29,449,244,176
30,447,242,175
31,445,240,174
32,443,238,173
33,433,232,168
34,433,231,168
35,432,229,168
36,430,227,167
37,430,226,167
38,428,224,166
39,424,220,165
40,423,218,165
41,415,211,163
42,415,210,163
43,409,206,160
44,404,201,159
45,398,194,159
46,398,193,159
47,395,189,159
48,389,183,158
49,387,181,157
50,386,179,157
51,386,178,157
52,382,174,156
53,379,171,155
54,379,170,155
55,359,152,152
56,352,146,146
57,348,143,143
58,348,142,142
59,347,141,141
60,345,140,140
61,345,139,139
62,345,138,138
63,344,137,137
64,344,136,136
65,342,135,135
66,341,134,134
67,340,133,133
68,339,132,132
69,337,131,131
70,336,130,130
71,335,129,129
72,335,128,128
73,335,127,127
74,335,126,126
75,335,125,125
76,334,124,124
77,332,123,123
78,332,122,122
79,332,121,121
80,332,120,120
81,329,119,119
82,327,118,118
83,327,117,117
84,323,116,116
85,322,115,115
86,317,114,114
87,316,113,113
88,316,112,112
89,316,111,111
90,315,110,110
91,313,109,109
92,313,108,108
93,313,107,107
94,312,106,106
95,312,105,105
96,305,104,104
97,304,103,103
98,303,102,102
99,303,101,101
100,200,0,0
